,Country,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016
48,Costa Rica,1848866 ,1898360 ,1947048 ,1995743 ,2045580 ,2097407 ,2151497 ,2207725 ,2266154 ,2326704 ,2389310 ,2454129 ,2521168 ,2589930 ,2659781 ,2730233 ,2800986 ,2872211 ,2944557 ,3018955 ,3095995 ,3175649 ,3257466 ,3341004 ,3425690 ,3510926 ,3596732 ,3682725 ,3767373 ,3848723 ,3925443 ,3996798 ,4063204 ,4125971 ,4187038 ,4247841 ,4308794 ,4369469 ,4429508 ,4488263 ,4545280 ,4600474 ,4654122 ,4706401 ,4757575 ,4807852 ,4857274 
49,Cote d'Ivoire,5242395 ,5479338 ,5737281 ,6013862 ,6305287 ,6608609 ,6922982 ,7248828 ,7585914 ,7934279 ,8293675 ,8664057 ,9044473 ,9432731 ,9826055 ,10222558 ,10620267 ,11019651 ,11424260 ,11839243 ,12267754 ,12710008 ,13163019 ,13622731 ,14083611 ,14540820 ,14995249 ,15445986 ,15884552 ,16300233 ,16686561 ,17040152 ,17366517 ,17679355 ,17997738 ,18336303 ,18699435 ,19085941 ,19497986 ,19936366 ,20401331 ,20895311 ,21418603 ,21966312 ,22531350 ,23108472 ,23695919 
50,Croatia,4423072 ,4438814 ,4453987 ,4469036 ,4484521 ,4500865 ,4518101 ,4536198 ,4555420 ,4576033 ,4598129 ,4621419 ,4645413 ,4669613 ,4693431 ,4716117 ,4737949 ,4758151 ,4773683 ,4780629 ,4776372 ,4760003 ,4732862 ,4697535 ,4657802 ,4616763 ,4574887 ,4532399 ,4491902 ,4456433 ,4428072 ,4408080 ,4395819 ,4388946 ,4383920 ,4378057 ,4370699 ,4362266 ,4352428 ,4341084 ,4328153 ,4313371 ,4296526 ,4277806 ,4257533 ,4236016 ,4213265 
51,Cuba,8715123 ,8869961 ,9025300 ,9176052 ,9315373 ,9438442 ,9544271 ,9634680 ,9711392 ,9777290 ,9835177 ,9884213 ,9925623 ,9966733 ,10017059 ,10082989 ,10168087 ,10269567 ,10379548 ,10486509 ,10582081 ,10663585 ,10733363 ,10794135 ,10850585 ,10906043 ,10961012 ,11013983 ,11064097 ,11110004 ,11150736 ,11186542 ,11217998 ,11244885 ,11266941 ,11284253 ,11296233 ,11303687 ,11309754 ,11318602 ,11333051 ,11354651 ,11382146 ,11412167 ,11439767 ,11461432 ,11475982 
52,Cura?ao,143634 ,145447 ,147152 ,148618 ,149683 ,150258 ,150240 ,149715 ,148929 ,148277 ,147996 ,148210 ,148814 ,149580 ,150187 ,150377 ,150057 ,149324 ,148354 ,147410 ,146671 ,146239 ,146021 ,145764 ,145125 ,143884 ,141983 ,139569 ,136891 ,134311 ,132099 ,130277 ,128829 ,128021 ,128157 ,129394 ,131898 ,135498 ,139730 ,143933 ,147608 ,150593 ,152985 ,154895 ,156512 ,158010 ,159371 
53,Cyprus,613621 ,620859 ,628002 ,635111 ,520500 ,502200 ,497900 ,497500 ,499600 ,503200 ,508600 ,515000 ,520800 ,527600 ,534800 ,541100 ,547500 ,553500 ,559300 ,567500 ,579400 ,594900 ,610600 ,625800 ,639000 ,650700 ,660900 ,670400 ,678900 ,686400 ,693600 ,701300 ,709600 ,717836 ,727980 ,738540 ,750965 ,767125 ,786632 ,808035 ,829446 ,850881 ,863945 ,861930 ,852504 ,847008 ,848319 
54,Czech Republic,9817817 ,9847386 ,9891283 ,9946376 ,10007469 ,10070144 ,10134717 ,10200921 ,10263109 ,10314154 ,10349271 ,10365718 ,10365453 ,10354307 ,10340848 ,10331370 ,10327528 ,10327732 ,10331215 ,10336170 ,10341169 ,10346750 ,10353318 ,10358972 ,10361242 ,10358456 ,10350570 ,10338593 ,10323488 ,10306645 ,10289594 ,10271204 ,10252439 ,10239277 ,10239536 ,10258176 ,10298288 ,10356586 ,10423794 ,10486845 ,10536286 ,10568715 ,10586755 ,10594481 ,10598526 ,10603762 ,10610947 
55,Czechoslovakia (Former),14356658 ,14422949 ,14507114 ,14605656 ,14712579 ,14822684 ,14936458 ,15053418 ,15166311 ,15265942 ,15346002 ,15403059 ,15439343 ,15461296 ,15478533 ,15498168 ,15521834 ,15547691 ,15575251 ,15602974 ,15629623 ,,,,,,,,,,,,,,,,,,,,,,,,,,
56,North Korea,12761875 ,13115337 ,13468028 ,13809498 ,14127188 ,14412938 ,14660911 ,14875078 ,15069384 ,15263935 ,15473357 ,15702808 ,15948415 ,16204930 ,16463458 ,16717714 ,16965290 ,17209000 ,18581000 ,19452000 ,20007000 ,20656000 ,21005000 ,21350000 ,21607000 ,21819000 ,22114000 ,22355000 ,22554000 ,22754000 ,22963000 ,23149000 ,23313000 ,23464000 ,23612000 ,23785804 ,23941957 ,24083445 ,24214649 ,24341891 ,24469832 ,24599884 ,24730968 ,24862256 ,24991998 ,25118920 ,25243006 
57,DR Congo,20009935 ,20562865 ,21120140 ,21689239 ,22280923 ,22902319 ,23559071 ,24247550 ,24954655 ,25661884 ,26357462 ,27039468 ,27717337 ,28404876 ,29121474 ,29883446 ,30685824 ,31529823 ,32444156 ,33465441 ,34614581 ,35914825 ,37346147 ,38833595 ,40273701 ,41595744 ,42770544 ,43830146 ,44840529 ,45898667 ,47076387 ,48394338 ,49835756 ,51390033 ,53034217 ,54751476 ,56543011 ,58417562 ,60373608 ,62409435 ,64523263 ,66713597 ,68978682 ,71316033 ,73722860 ,76196619 ,78736153 
58,Denmark,4931241 ,4961762 ,4990546 ,5017248 ,5041419 ,5062729 ,5081267 ,5097045 ,5109690 ,5118707 ,5123945 ,5125298 ,5123349 ,5119607 ,5116058 ,5114243 ,5114657 ,5117277 ,5122441 ,5130361 ,5141115 ,5154908 ,5171650 ,5190742 ,5211334 ,5232704 ,5254860 ,5277711 ,5300379 ,5321774 ,5341194 ,5358062 ,5372801 ,5386968 ,5402761 ,5421702 ,5444303 ,5469957 ,5497795 ,5526447 ,5554844 ,5582873 ,5610660 ,5637817 ,5663914 ,5688695 ,5711870 
59,Djibouti,159659 ,169372 ,179224 ,190568 ,205181 ,224183 ,248556 ,277479 ,308008 ,336085 ,358960 ,374937 ,385271 ,393802 ,406017 ,425613 ,454361 ,490330 ,528999 ,563864 ,590398 ,606844 ,615054 ,618495 ,622366 ,630388 ,643682 ,660953 ,680612 ,700099 ,717584 ,732711 ,746221 ,758615 ,770752 ,783254 ,796208 ,809402 ,822934 ,836840 ,851146 ,865937 ,881185 ,896688 ,912164 ,927414 ,942333 
60,Dominica,71073 ,71569 ,71734 ,71744 ,71807 ,72094 ,72642 ,73411 ,74242 ,74925 ,75314 ,75375 ,75170 ,74747 ,74213 ,73643 ,73025 ,72370 ,71742 ,71242 ,70926 ,70842 ,70970 ,71210 ,71373 ,71368 ,71145 ,70753 ,70290 ,69903 ,69676 ,69670 ,69824 ,70093 ,70379 ,70627 ,70807 ,70950 ,71074 ,71229 ,71440 ,71718 ,72044 ,72400 ,72778 ,73162 ,73543 
61,Dominican Republic,4503114 ,4631114 ,4759934 ,4889436 ,5019473 ,5149935 ,5280723 ,5411865 ,5543517 ,5675931 ,5809269 ,5943591 ,6078820 ,6214857 ,6351572 ,6488856 ,6626542 ,6764624 ,6903316 ,7042937 ,7183647 ,7325622 ,7468551 ,7611465 ,7753052 ,7892423 ,8029113 ,8163472 ,8296375 ,8429112 ,8562622 ,8697126 ,8832285 ,8967760 ,9102998 ,9237566 ,9371338 ,9504353 ,9636520 ,9767758 ,9897985 ,10027095 ,10154950 ,10281296 ,10405844 ,10528394 ,10648791 
62,Ecuador,6072527 ,6248835 ,6428711 ,6611916 ,6798206 ,6987391 ,7179399 ,7374234 ,7571959 ,7772653 ,7976445 ,8183194 ,8392940 ,8606213 ,8823751 ,9045979 ,9272906 ,9504129 ,9739176 ,9977377 ,10218091 ,10460990 ,10705667 ,10951202 ,11196479 ,11440583 ,11683479 ,11924993 ,12163885 ,12398691 ,12628596 ,12852755 ,13072060 ,13289601 ,13509647 ,13735233 ,13967480 ,14205453 ,14447562 ,14691275 ,14934690 ,15177355 ,15419666 ,15661547 ,15903112 ,16144368 ,16385068 
63,Egypt,35046273 ,35863382 ,36673642 ,37488067 ,38322022 ,39187702 ,40089032 ,41026477 ,42004655 ,43027816 ,44099142 ,45216506 ,46379620 ,47594556 ,48868951 ,50204985 ,51607703 ,53066229 ,54547296 ,56006573 ,57412215 ,58752390 ,60035536 ,61275601 ,62495745 ,63714386 ,64933456 ,66151117 ,67378056 ,68626664 ,69905988 ,71226940 ,72590118 ,73981942 ,75381899 ,76778149 ,78159048 ,79537253 ,80953881 ,82465022 ,84107606 ,85897561 ,87813257 ,89807433 ,91812566 ,93778172 ,95688681 
64,El Salvador,3668595 ,3765166 ,3861931 ,3958323 ,4053713 ,4147525 ,4239675 ,4329964 ,4417516 ,4501316 ,4580704 ,4655364 ,4725720 ,4792903 ,4858532 ,4923860 ,4988943 ,5053714 ,5119035 ,5185943 ,5254984 ,5326657 ,5400331 ,5474000 ,5544945 ,5611115 ,5671925 ,5727755 ,5778706 ,5825187 ,5867626 ,5905962 ,5940303 ,5971535 ,6000775 ,6028961 ,6056478 ,6083475 ,6110301 ,6137276 ,6164626 ,6192560 ,6221246 ,6250777 ,6281189 ,6312478 ,6344722 
65,Equatorial Guinea,306515 ,301666 ,292585 ,281021 ,269426 ,259747 ,252194 ,246677 ,244485 ,247078 ,255325 ,270063 ,290617 ,314475 ,338086 ,358896 ,376024 ,390173 ,402326 ,414138 ,426846 ,440624 ,455148 ,470610 ,487140 ,504871 ,523999 ,544636 ,566673 ,589938 ,614323 ,639762 ,666407 ,694611 ,724817 ,757317 ,792217 ,829327 ,868418 ,909111 ,951104 ,994290 ,1038593 ,1083746 ,1129424 ,1175389 ,1221490 
66,Eritrea,1811878 ,1861199 ,1912302 ,1965160 ,2019717 ,2075965 ,2133723 ,2193068 ,2254450 ,2318495 ,2385540 ,2454766 ,2525521 ,2598410 ,2674289 ,2753151 ,2837111 ,2924349 ,3006361 ,3071771 ,3113311 ,3127297 ,3118582 ,3099047 ,3085443 ,3090159 ,3116379 ,3161350 ,3224223 ,3302263 ,3392801 ,3497124 ,3614639 ,3738265 ,3858623 ,3969007 ,4066648 ,4153332 ,4232636 ,4310334 ,4390840 ,4474690 ,4560977 ,4650998 ,4746045 ,4846976 ,4954645 
67,Estonia,1360202 ,1373306 ,1386068 ,1398471 ,1410467 ,1422042 ,1433178 ,1443889 ,1454273 ,1464416 ,1474436 ,1483873 ,1492641 ,1501420 ,1511199 ,1522397 ,1536033 ,1551208 ,1564192 ,1569971 ,1565242 ,1548215 ,1520810 ,1488059 ,1457093 ,1433024 ,1417736 ,1409674 ,1406350 ,1403789 ,1399112 ,1391729 ,1382732 ,1372909 ,1363565 ,1355648 ,1349297 ,1344072 ,1339712 ,1335830 ,1332102 ,1328449 ,1324934 ,1321560 ,1318359 ,1315321 ,1312442 
68,Ethiopia,28415077 ,29245207 ,30132580 ,31025115 ,31851708 ,32566821 ,33146891 ,33622390 ,34068316 ,34590226 ,35264898 ,36120288 ,37136848 ,38285883 ,39518801 ,40800343 ,42120730 ,43493283 ,44932064 ,46458913 ,48086516 ,49821083 ,51647768 ,53532956 ,55431123 ,57309880 ,59155148 ,60976450 ,62794151 ,64640054 ,66537331 ,68492257 ,70497192 ,72545144 ,74624405 ,76727083 ,78850689 ,81000409 ,83184892 ,85416253 ,87702670 ,90046756 ,92444183 ,94887724 ,97366774 ,99873033 ,102403196 
69,Ethiopia (Former),30226955 ,31106406 ,32044882 ,32990275 ,33871425 ,34642786 ,35280614 ,35815458 ,36322766 ,36908721 ,37650438 ,38575054 ,39662369 ,40884293 ,42193090 ,43553494 ,44957841 ,46417632 ,47938425 ,49530684 ,51199827 ,52948380 ,54766350 ,56632003 ,,,,,,,,,,,,,,,,,,,,,,,
70,Fiji,520529 ,531601 ,542814 ,554107 ,565388 ,576595 ,587520 ,598259 ,609345 ,621538 ,635255 ,650955 ,668198 ,685391 ,700366 ,711661 ,718548 ,721725 ,722917 ,724624 ,728628 ,735473 ,744531 ,755026 ,765667 ,775498 ,784476 ,792860 ,800315 ,806494 ,811223 ,814218 ,815691 ,816628 ,818354 ,821817 ,827411 ,834812 ,843340 ,851967 ,859950 ,867086 ,873596 ,879715 ,885806 ,892149 ,898760 
71,Finland,4612366 ,4629380 ,4651172 ,4675456 ,4698779 ,4718749 ,4734437 ,4746932 ,4758252 ,4771345 ,4788243 ,4809813 ,4835100 ,4862178 ,4888204 ,4911220 ,4930341 ,4946373 ,4961087 ,4977115 ,4996222 ,5019125 ,5044925 ,5071789 ,5097097 ,5119005 ,5136979 ,5151746 ,5164242 ,5175926 ,5187954 ,5200479 ,5213373 ,5227103 ,5242185 ,5258927 ,5277570 ,5298014 ,5319902 ,5342646 ,5365782 ,5389242 ,5412980 ,5436616 ,5459717 ,5481966 ,5503132 
72,Former Netherlands Antilles,150498 ,152822 ,155048 ,157046 ,158658 ,159815 ,160401 ,160512 ,160410 ,160526 ,161092 ,162229 ,163816 ,165700 ,167639 ,169405 ,170955 ,172331 ,173509 ,174470 ,175220 ,175773 ,176111 ,176103 ,175596 ,174517 ,172836 ,170679 ,168265 ,165926 ,163918 ,162277 ,161011 ,160367 ,160621 ,161925 ,164415 ,167937 ,172167 ,176565 ,180732 ,184569 ,188118 ,,,,
73,France,52035098 ,52479817 ,52957797 ,53439180 ,53880498 ,54252017 ,54543687 ,54770581 ,54958503 ,55144995 ,55357827 ,55604012 ,55876837 ,56173453 ,56486785 ,56810771 ,57147738 ,57498495 ,57853168 ,58198793 ,58526312 ,58831936 ,59118897 ,59394020 ,59667593 ,59947582 ,60235572 ,60530281 ,60833414 ,61146395 ,61470057 ,61804453 ,62149287 ,62504520 ,62869798 ,63244021 ,63627953 ,64019055 ,64409085 ,64787232 ,65145786 ,65481114 ,65795131 ,66092559 ,66380854 ,66665535 ,66947895 
74,French Polynesia,110495 ,114313 ,118279 ,122356 ,126486 ,130619 ,134748 ,138864 ,143032 ,147296 ,151708 ,156243 ,160888 ,165613 ,170396 ,175204 ,180075 ,184950 ,189738 ,194252 ,198375 ,202016 ,205266 ,208345 ,211579 ,215196 ,219283 ,223731 ,228376 ,232952 ,237258 ,241273 ,245006 ,248499 ,251775 ,254886 ,257832 ,260594 ,263179 ,265581 ,267820 ,269843 ,271703 ,273528 ,275484 ,277690 ,280208 
75,Gabon,590118 ,601731 ,613123 ,624621 ,636696 ,649716 ,663770 ,678774 ,694732 ,711533 ,729159 ,747587 ,766855 ,787013 ,808083 ,830085 ,853027 ,876863 ,901458 ,926622 ,952212 ,978223 ,1004676 ,1031504 ,1058663 ,1086137 ,1113994 ,1142324 ,1171224 ,1200773 ,1231122 ,1262259 ,1294409 ,1328146 ,1364205 ,1403126 ,1444844 ,1489193 ,1536411 ,1586754 ,1640210 ,1697101 ,1756817 ,1817271 ,1875713 ,1930175 ,1979786 
76,The Gambia,447285 ,460194 ,474539 ,489861 ,505512 ,521070 ,536409 ,551817 ,567831 ,585157 ,604369 ,625411 ,648210 ,673238 ,701104 ,732096 ,766589 ,804125 ,843050 ,881138 ,916808 ,949493 ,979718 ,1008358 ,1036829 ,1066223 ,1096708 ,1128169 ,1160944 ,1195420 ,1231844 ,1270495 ,1311349 ,1354194 ,1398573 ,1444204 ,1491021 ,1539116 ,1588572 ,1639560 ,1692149 ,1746363 ,1802125 ,1859324 ,1917852 ,1977590 ,2038501 
77,Georgia,4713322 ,4758145 ,4793550 ,4822160 ,4847853 ,4873619 ,4900179 ,4927244 ,4955501 ,4985563 ,5017818 ,5051225 ,5085514 ,5122384 ,5164137 ,5211441 ,5266826 ,5327228 ,5380909 ,5412147 ,5410372 ,5370649 ,5298086 ,5204634 ,5107674 ,5020061 ,4945566 ,4881248 ,4825186 ,4773169 ,4722059 ,4672162 ,4624880 ,4579082 ,4533329 ,4486547 ,4438896 ,4390535 ,4340514 ,4287696 ,4231661 ,4171256 ,4107719 ,4045910 ,3992346 ,3951524 ,3925405 
78,Germany,78572984 ,78786608 ,78901707 ,78936165 ,78917220 ,78866498 ,78794496 ,78701801 ,78589311 ,78454848 ,78300650 ,78126104 ,77944848 ,77790080 ,77704336 ,77717431 ,77837500 ,78054086 ,78354017 ,78715610 ,79118326 ,79564454 ,80046157 ,80520088 ,80931041 ,81240604 ,81426337 ,81499866 ,81499232 ,81481612 ,81487757 ,81535848 ,81611868 ,81686495 ,81715659 ,81671234 ,81540353 ,81344457 ,81130944 ,80965612 ,80894785 ,80933980 ,81066228 ,81265139 ,81489660 ,81707789 ,81914672 
79,Ghana,8596983 ,8827273 ,9083573 ,9350111 ,9604276 ,9831407 ,10023472 ,10189890 ,10354499 ,10550777 ,10802028 ,11117605 ,11488106 ,11895125 ,12311158 ,12716228 ,13104296 ,13481406 ,13854214 ,14233874 ,14628260 ,15039514 ,15463854 ,15896432 ,16330174 ,16760467 ,17185608 ,17608812 ,18036494 ,18477612 ,18938762 ,19421605 ,19924522 ,20446782 ,20986536 ,21542009 ,22113425 ,22700212 ,23298640 ,23903831 ,24512104 ,25121796 ,25733049 ,26346251 ,26962563 ,27582821 ,28206728 
80,Greece,8659795 ,8712683 ,8769758 ,8835139 ,8914176 ,9009917 ,9124755 ,9255380 ,9392113 ,9521672 ,9634504 ,9727724 ,9804166 ,9867161 ,9922431 ,9974739 ,10023374 ,10068281 ,10115853 ,10174169 ,10248537 ,10341892 ,10451417 ,10569422 ,10684818 ,10789375 ,10880912 ,10961123 ,11030393 ,11090266 ,11142119 ,11184398 ,11216799 ,11243567 ,11270476 ,11301204 ,11338770 ,11380897 ,11419647 ,11443828 ,11446005 ,11422805 ,11378257 ,11321300 ,11264726 ,11217800 ,11183716 
81,Greenland,46074 ,47186 ,48077 ,48738 ,49234 ,49586 ,49780 ,49844 ,49860 ,49946 ,50179 ,50584 ,51157 ,51829 ,52534 ,53190 ,53797 ,54373 ,54878 ,55295 ,55604 ,55789 ,55861 ,55848 ,55815 ,55811 ,55837 ,55881 ,55948 ,56046 ,56175 ,56327 ,56518 ,56708 ,56861 ,56951 ,56971 ,56927 ,56841 ,56728 ,56638 ,56552 ,56470 ,56414 ,56382 ,56377 ,56412 
82,Grenada,94426 ,94185 ,93934 ,93630 ,93152 ,92448 ,91437 ,90184 ,89073 ,88568 ,89005 ,90572 ,93091 ,95985 ,98439 ,99906 ,100143 ,99380 ,98062 ,96869 ,96283 ,96454 ,97198 ,98305 ,99405 ,100255 ,100796 ,101122 ,101309 ,101442 ,101619 ,101849 ,102100 ,102375 ,102656 ,102949 ,103259 ,103586 ,103930 ,104296 ,104677 ,105075 ,105481 ,105909 ,106360 ,106823 ,107317 
83,Guatemala,5621792 ,5780480 ,5941567 ,6104530 ,6268707 ,6433728 ,6599214 ,6765516 ,6933906 ,7106145 ,7283459 ,7466488 ,7654819 ,7847472 ,8042897 ,8240060 ,8438604 ,8639108 ,8842575 ,9050465 ,9263813 ,9483270 ,9708544 ,9938692 ,10172297 ,10408489 ,10646674 ,10887634 ,11133501 ,11387203 ,11650743 ,11924946 ,12208848 ,12500478 ,12796925 ,13096028 ,13397008 ,13700286 ,14006366 ,14316208 ,14630417 ,14948919 ,15271056 ,15596214 ,15923559 ,16252429 ,16582469 
84,Guinea,4219770 ,4263840 ,4298091 ,4324360 ,4345545 ,4364514 ,4381601 ,4398484 ,4421134 ,4457078 ,4511902 ,4589784 ,4690605 ,4810496 ,4943144 ,5084767 ,5229797 ,5381483 ,5554882 ,5770652 ,6041094 ,6374329 ,6758838 ,7163236 ,7544291 ,7871173 ,8132552 ,8337988 ,8503297 ,8653769 ,8808546 ,8971139 ,9137345 ,9309848 ,9490229 ,9679745 ,9881428 ,10096727 ,10323142 ,10556524 ,10794170 ,11035170 ,11281469 ,11536615 ,11805509 ,12091533 ,12395924 
85,Guinea-Bissau,711827 ,726256 ,741490 ,756280 ,768945 ,778470 ,784156 ,786754 ,788495 ,792462 ,800854 ,814507 ,832668 ,854113 ,876873 ,899509 ,921626 ,943617 ,965742 ,988520 ,1012280 ,1037155 ,1062800 ,1088569 ,1113541 ,1137122 ,1159060 ,1179727 ,1199915 ,1220794 ,1243229 ,1267512 ,1293523 ,1321202 ,1350345 ,1380838 ,1412669 ,1445958 ,1480841 ,1517448 ,1555880 ,1596154 ,1638139 ,1681495 ,1725744 ,1770526 ,1815698 
86,Guyana,704934 ,713684 ,721948 ,729916 ,737847 ,745841 ,754101 ,762424 ,770125 ,776254 ,780153 ,781732 ,781246 ,778948 ,775219 ,770435 ,764459 ,757506 ,750731 ,745665 ,743309 ,744289 ,748134 ,753484 ,758342 ,761291 ,761861 ,760510 ,757952 ,755278 ,753301 ,752263 ,751884 ,751857 ,751652 ,750946 ,749601 ,747869 ,746314 ,745693 ,746556 ,749100 ,753091 ,758081 ,763393 ,768514 ,773303 
87,Haiti,4708642 ,4793155 ,4876560 ,4960657 ,5047944 ,5140357 ,5238245 ,5341419 ,5450549 ,5566266 ,5688836 ,5818671 ,5955267 ,6096692 ,6240329 ,6384195 ,6527543 ,6670568 ,6813348 ,6956300 ,7099732 ,7243391 ,7386975 ,7530705 ,7674911 ,7819806 ,7965553 ,8111951 ,8258483 ,8404398 ,8549200 ,8692567 ,8834733 ,8976552 ,9119178 ,9263404 ,9409457 ,9556889 ,9705029 ,9852870 ,9999617 ,10145054 ,10289210 ,10431776 ,10572466 ,10711061 ,10847334 
88,Honduras,2716659 ,2798125 ,2882113 ,2968994 ,3059254 ,3153261 ,3251158 ,3352835 ,3458104 ,3566665 ,3678286 ,3792938 ,3910657 ,4031349 ,4154887 ,4281189 ,4410158 ,4541804 ,4676361 ,4814137 ,4955328 ,5099951 ,5247836 ,5398805 ,5552625 ,5709051 ,5867849 ,6028882 ,6192026 ,6357221 ,6524283 ,6693061 ,6863157 ,7033821 ,7204153 ,7373430 ,7541406 ,7707972 ,7872658 ,8035021 ,8194778 ,8351600 ,8505646 ,8657785 ,8809216 ,8960829 ,9112867 
89,Hungary,10366340 ,10398442 ,10426426 ,10454060 ,10486634 ,10527270 ,10578457 ,10637073 ,10693829 ,10735989 ,10754766 ,10746963 ,10716324 ,10669693 ,10617232 ,10566817 ,10519786 ,10475042 ,10435047 ,10402126 ,10377651 ,10363564 ,10359143 ,10359589 ,10358122 ,10349838 ,10332989 ,10309022 ,10280145 ,10249959 ,10221051 ,10194005 ,10167872 ,10141956 ,10115081 ,10086465 ,10055897 ,10023887 ,9991201 ,9958942 ,9927840 ,9898204 ,9869684 ,9841697 ,9813335 ,9783925 ,9753281 
90,Iceland,204426 ,207088 ,209929 ,212814 ,215563 ,218070 ,220291 ,222266 ,224150 ,226103 ,228262 ,230664 ,233269 ,236019 ,238808 ,241582 ,244331 ,247056 ,249756 ,252413 ,255043 ,257624 ,260151 ,262656 ,265138 ,267629 ,270150 ,272709 ,275296 ,277870 ,280435 ,282907 ,285329 ,287952 ,291104 ,294979 ,299728 ,305200 ,310884 ,316086 ,320328 ,323418 ,325526 ,327029 ,328459 ,330243 ,332474 
91,India,553578513 ,566224812 ,579411513 ,593058926 ,607050255 ,621301720 ,635771734 ,650485030 ,665502284 ,680915804 ,696783517 ,713118032 ,729868013 ,746949067 ,764245202 ,781666671 ,799181436 ,816792741 ,834489322 ,852270034 ,870133480 ,888054875 ,906021106 ,924057817 ,942204249 ,960482795 ,978893217 ,997405318 ,1015974042 ,1034539214 ,1053050912 ,1071477855 ,1089807112 ,1108027848 ,1126135777 ,1144118674 ,1161977719 ,1179681239 ,1197146906 ,1214270132 ,1230980691 ,1247236029 ,1263065852 ,1278562207 ,1293859294 ,1309053980 ,1324171354 
92,Indonesia,115439905 ,118542943 ,121698012 ,124896735 ,128129454 ,131389099 ,134665637 ,137958214 ,141279713 ,144649390 ,148077928 ,151569845 ,155110695 ,158668991 ,162202271 ,165679141 ,169086209 ,172428439 ,175715390 ,178964667 ,182188754 ,185392990 ,188571521 ,191713134 ,194801956 ,197829296 ,200790747 ,203698459 ,206580738 ,208612556 ,211540429 ,214506502 ,217508059 ,220545214 ,223614649 ,226712730 ,229838202 ,232989141 ,236159276 ,239340478 ,242524123 ,245707511 ,248883232 ,252032263 ,255131116 ,258162113 ,261115456 
93,Iran,28514010 ,29281268 ,30074298 ,30904271 ,31785500 ,32730554 ,33737768 ,34810723 ,35972652 ,37252659 ,38668220 ,40217629 ,41883332 ,43645092 ,45474708 ,47342702 ,49256842 ,51197482 ,53075618 ,54777114 ,56226185 ,57375584 ,58260738 ,58991218 ,59725125 ,60575644 ,61583089 ,62710557 ,63900630 ,65062660 ,66131854 ,67096414 ,67983330 ,68812713 ,69617100 ,70421811 ,71227880 ,72031103 ,72845542 ,73687565 ,74567511 ,75491582 ,76453574 ,77435384 ,78411092 ,79360487 ,80277428 
94,Iraq,9917983 ,10255903 ,10599845 ,10951166 ,11312305 ,11684589 ,12068168 ,12460914 ,12859094 ,13257799 ,13653356 ,14046540 ,14438309 ,14825789 ,15205501 ,15576395 ,15936375 ,16290149 ,16651807 ,17040190 ,17469005 ,17942715 ,18458187 ,19011917 ,19597239 ,20208387 ,20845893 ,21509291 ,22190250 ,22878156 ,23565413 ,24251649 ,24939299 ,25627626 ,26316609 ,27008426 ,27697912 ,28390433 ,29111417 ,29894652 ,30762701 ,31727053 ,32776571 ,33883145 ,35006080 ,36115649 ,37202572 
95,Ireland,2949998 ,2986783 ,3030395 ,3079295 ,3131175 ,3184126 ,3237594 ,3291170 ,3343147 ,3391580 ,3434953 ,3472888 ,3505360 ,3531776 ,3551654 ,3564959 ,3571346 ,3571760 ,3569112 ,3567289 ,3569257 ,3576375 ,3588594 ,3605665 ,3626799 ,3651545 ,3679849 ,3712464 ,3750570 ,3795699 ,3848776 ,3909293 ,3976288 ,4049547 ,4128749 ,4212977 ,4303370 ,4398073 ,4489589 ,4568064 ,4626928 ,4662579 ,4678117 ,4681967 ,4686347 ,4700107 ,4726078 
96,Israel,2849622 ,2936668 ,3033922 ,3137033 ,3239563 ,3336760 ,3427664 ,3513529 ,3594488 ,3671282 ,3744667 ,3815232 ,3883467 ,3950123 ,4016130 ,4082787 ,4148946 ,4216179 ,4291576 ,4384355 ,4500475 ,4643198 ,4808858 ,4987730 ,5166072 ,5333719 ,5488077 ,5631544 ,5765210 ,5891770 ,6013741 ,6129530 ,6239285 ,6349519 ,6468827 ,6602970 ,6755211 ,6922685 ,7097410 ,7267895 ,7425959 ,7568774 ,7699105 ,7821105 ,7941329 ,8064547 ,8191828 
97,Italy,53578683 ,53949930 ,54321016 ,54682627 ,55022218 ,55330694 ,55604287 ,55845068 ,56057025 ,56246800 ,56419278 ,56576504 ,56717076 ,56838675 ,56937695 ,57012352 ,57061781 ,57089451 ,57103128 ,57113159 ,57127120 ,57152516 ,57188887 ,57226647 ,57251367 ,57255193 ,57229670 ,57184901 ,57153554 ,57179989 ,57293721 ,57506367 ,57801763 ,58147037 ,58494704 ,58808483 ,59079869 ,59313511 ,59502385 ,59641853 ,59729807 ,59759929 ,59733834 ,59668000 ,59585668 ,59504212 ,59429938 
